time,open,high,low,close,MA,Smoothing Line,VWAP,VWAPUB,VWAPLB,ROC50,ROC100,ROC200,ROC400,BOLLINGERMID,BOLLINGERUpper,BOLLINGERLower
1568894400,9856.5,9893.57,9845.11,9880.36,NaN,NaN,10211.08707,10344.96246,10077.21168,-1.85846281,NaN,NaN,NaN,10124.998,10404.32277,9845.673225
1568908800,9882,10109.51,9875.25,10086.98,NaN,NaN,10206.48992,10341.8478,10071.13204,0.163347907,NaN,NaN,NaN,10115.21,10385.30568,9845.114321
1568923200,10088.91,10331.62,10088.91,10245.3,NaN,NaN,10206.89736,10340.48189,10073.31283,2.536669923,NaN,NaN,NaN,10121.4715,10397.46934,9845.473659
1568937600,10247.7,10279.3,10154.7,10214.76,NaN,NaN,10207.08772,10339.31287,10074.86257,1.361038342,NaN,NaN,NaN,10126.001,10404.98457,9847.017425
1568952000,10212.78,10222.92,10148.99,10156.45,NaN,NaN,10206.54536,10337.67048,10075.42025,-0.030513162,NaN,NaN,NaN,10121.36,10395.02413,9847.695865
1568966400,10156.11,10187.1,10121.3,10173.72,NaN,NaN,10205.80927,10336.00486,10075.61368,0.596138007,NaN,NaN,NaN,10118.8415,10389.58919,9848.093812
1568980800,10172.45,10236.19,10141.31,10180.66,NaN,NaN,10205.44273,10334.4524,10076.43305,1.009032678,NaN,NaN,NaN,10117.78,10387.381,9848.179002
1568995200,10179.55,10189.13,10070.5,10161.6,NaN,NaN,10204.28082,10332.42272,10076.13892,-0.091732025,NaN,NaN,NaN,10117.71,10387.26472,9848.15528
1569009600,10161.4,10185.34,10070.67,10166.35,NaN,NaN,10203.21198,10330.53306,10075.89091,-1.551626967,NaN,NaN,NaN,10115.9705,10383.79264,9848.148356
1569024000,10166.56,10175.3,10116.8,10124.75,NaN,NaN,10202.1914,10328.75265,10075.63016,-1.785367841,NaN,NaN,NaN,10109.4125,10369.51916,9849.30584
1569038400,10124.35,10126.81,9963.02,10079.89,NaN,NaN,10199.29928,10326.23391,10072.36465,-3.218778834,NaN,NaN,NaN,10104.081,10362.00924,9846.152759
1569052800,10081.07,10081.07,9983.25,10046.6,NaN,NaN,10196.60797,10324.18104,10069.03489,-3.068509857,NaN,NaN,NaN,10096.1085,10350.77301,9841.443991
1569067200,10046.6,10067,9912.63,10037.11,NaN,NaN,10193.47413,10322.30241,10064.64584,-2.401004276,NaN,NaN,NaN,10088.037,10339.41547,9836.658525
1569081600,10037.05,10056,9959.97,10016.8,NaN,NaN,10190.87084,10320.59556,10061.14613,-2.811036121,NaN,NaN,NaN,10081.071,10332.23812,9829.903884
1569096000,10016.78,10023.56,9943.05,9983.33,NaN,NaN,10187.70011,10318.92312,10056.4771,-3.042178123,NaN,NaN,NaN,10071.592,10322.48898,9820.69502
1569110400,9992.7,10001.98,9862.81,9872.07,NaN,NaN,10182.77737,10317.84496,10047.70977,-3.312161798,NaN,NaN,NaN,10056.637,10317.46901,9795.804992
1569124800,9872,10053.56,9857,10023.53,NaN,NaN,10179.77984,10316.0917,10043.46799,-3.073199411,NaN,NaN,NaN,10050.0555,10307.22846,9792.882542
1569139200,10024.91,10089.52,9978.96,10001.83,NaN,NaN,10177.54498,10314.14558,10040.94437,-2.713220897,NaN,NaN,NaN,10059.0485,10295.42738,9822.66962
1569153600,10000.53,10057.43,9932.01,9989.89,NaN,NaN,10174.90395,10312.28171,10037.52618,-3.167494938,NaN,NaN,NaN,10064.924,10287.91378,9841.934218
1569168000,9990,10025,9949.2,9987.48,NaN,NaN,10172.12102,10310.35036,10033.89169,-2.958142933,NaN,NaN,NaN,10071.473,10276.5688,9866.377201
1569182400,9987.61,10073.46,9982.6,10023.04,NaN,NaN,10170.00813,10308.33333,10031.68292,-3.233828925,NaN,NaN,NaN,10078.607,10265.75674,9891.457257
1569196800,10027.69,10046.91,9950,9975.58,NaN,NaN,10166.97792,10306.06077,10027.89506,-3.74592331,NaN,NaN,NaN,10073.037,10265.41636,9880.65764
1569211200,9978.57,9983.81,9878.51,9904,NaN,NaN,10163.66726,10304.67164,10022.66288,-4.144789373,NaN,NaN,NaN,10055.972,10244.71721,9867.22679
1569225600,9904,9968.49,9904,9915.09,NaN,NaN,10160.81607,10303.29719,10018.33496,-3.768662547,NaN,NaN,NaN,10040.9885,10224.43755,9857.539447
1569240000,9914.11,9951.05,9708.91,9867.06,NaN,NaN,10152.62304,10302.02442,10003.22167,-4.286562369,NaN,NaN,NaN,10026.519,10216.78209,9836.255913
1569254400,9867.54,9883.89,9779,9805.1,NaN,NaN,10147.65204,10301.27501,9994.029065,-4.773697802,NaN,NaN,NaN,10008.088,10208.86868,9807.307316
1569268800,9804.39,9836.28,9620,9701.96,NaN,NaN,10136.71562,10302.73101,9970.700234,-5.864431415,NaN,NaN,NaN,9984.153,10209.55929,9758.746705
1569283200,9701.1,9792.83,9603.5,9718.71,NaN,NaN,10130.7701,10303.14433,9958.395861,-5.594831505,NaN,NaN,NaN,9962.0085,10200.00218,9724.01482
1569297600,9718.63,9791.07,9689,9755.67,NaN,NaN,10127.57777,10302.75587,9952.399678,-5.305167236,NaN,NaN,NaN,9941.4745,10176.24766,9706.70134
1569312000,9754.05,9768,9680.27,9726.09,NaN,NaN,10122.50477,10302.27822,9942.731327,-5.572583487,NaN,NaN,NaN,9921.5415,10158.3732,9684.709801
1569326400,9725.67,9729.07,9408.47,9530,NaN,NaN,10096.43729,10308.3892,9884.485394,-7.496384303,NaN,NaN,NaN,9894.047,10174.60281,9613.491189
1569340800,9529.45,9598,7761.75,8355.81,NaN,NaN,9990.88263,10428.60227,9553.162993,-18.73946049,NaN,NaN,NaN,9809.5075,10529.71857,9089.29643
1569355200,8358.01,8755.44,8137.09,8495.83,NaN,NaN,9896.416393,10457.8285,9335.004288,-16.04969136,NaN,NaN,NaN,9732.4435,10643.34288,8821.54412
1569369600,8493.32,8725.24,8492.65,8565.61,NaN,NaN,9868.759952,10455.04456,9282.475343,-15.39444715,NaN,NaN,NaN,9659.884,10691.77862,8627.989376
1569384000,8565.52,8589.25,8200,8322.35,10074.1283,NaN,9839.178851,10455.93421,9222.423494,-18.80055848,NaN,NaN,NaN,9576.835,10749.05253,8404.617466
1569398400,8325.28,8546.73,8215,8327.38,10054.0009,NaN,9811.879539,10454.45624,9169.302834,-18.55138208,-19.4653447,NaN,NaN,9499.6005,10782.18699,8217.014014
1569412800,8324.27,8460,8242.61,8293.28,10033.0174,NaN,9779.384965,10450.855,9107.914932,-18.70839619,-20.19269354,NaN,NaN,9413.088,10773.68781,8052.488188
1569427200,8295.79,8408.31,8223.71,8346.96,10013.5081,NaN,9757.252136,10446.94395,9067.560321,-17.86913313,-18.94494892,NaN,NaN,9330.3445,10738.12582,7922.563176
1569441600,8346.96,8628.44,8332.41,8430.07,9996.3141,10034.19376,9729.652692,10437.08993,9022.215458,-17.36149097,-16.94078607,NaN,NaN,9252.3535,10678.05215,7826.654846
1569456000,8428.15,8443.55,8316.61,8361.8,9975.7861,10014.52532,9716.355169,10432.88054,8999.829798,-18.4684733,-19.71079062,NaN,NaN,9171.0695,10605.19753,7736.941468
1569470400,8361.82,8431,8335.72,8379,9956.4335,9995.01184,9706.712184,10429.5356,8983.888764,-17.74423454,-18.76295536,NaN,NaN,9088.8675,10506.6117,7671.123303
